invoice_id,account_id,invoice_date,amount_usd,discount_pct,days_to_pay
INV-ACC-1188-202512,ACC-1188,2025-12-26,5472.65,0.0677,32
INV-ACC-1189-202408,ACC-1189,2024-08-25,43194.78,0.0367,26
INV-ACC-1189-202409,ACC-1189,2024-09-22,45356.7,0.157,24
INV-ACC-1189-202410,ACC-1189,2024-10-23,44179.15,0.1032,30
INV-ACC-1189-202411,ACC-1189,2024-11-25,44055.65,0.0971,4
INV-ACC-1189-202412,ACC-1189,2024-12-27,42929.02,0.1365,17
INV-ACC-1189-202501,ACC-1189,2025-01-27,45946.29,0.0982,31
INV-ACC-1189-202502,ACC-1189,2025-02-28,46729.42,0.0607,6
INV-ACC-1189-202503,ACC-1189,2025-03-24,46842.62,0.0342,21
INV-ACC-1189-202504,ACC-1189,2025-04-23,44795.08,0.0608,25
INV-ACC-1189-202505,ACC-1189,2025-05-23,43430.84,0.0295,6
INV-ACC-1189-202506,ACC-1189,2025-06-26,46861.91,0.1388,5
INV-ACC-1189-202507,ACC-1189,2025-07-23,48101.57,0.1209,32
INV-ACC-1189-202508,ACC-1189,2025-08-22,47697.65,0.0812,27
INV-ACC-1189-202509,ACC-1189,2025-09-24,51012.83,0.051,16
INV-ACC-1189-202510,ACC-1189,2025-10-25,51497.21,0.1056,24
INV-ACC-1189-202511,ACC-1189,2025-11-22,52273.34,0.0156,12
INV-ACC-1189-202512,ACC-1189,2025-12-26,56450.65,0.1195,18
INV-ACC-1190-202410,ACC-1190,2024-10-25,13040.59,0.0121,8
INV-ACC-1190-202411,ACC-1190,2024-11-28,14126.98,0.0748,14
INV-ACC-1190-202412,ACC-1190,2024-12-28,14963.46,0.1118,18
INV-ACC-1190-202501,ACC-1190,2025-01-22,14643.95,0.102,20
INV-ACC-1190-202502,ACC-1190,2025-02-28,16556.49,0.0128,21
INV-ACC-1190-202503,ACC-1190,2025-03-25,17545.66,0.0109,13
INV-ACC-1190-202504,ACC-1190,2025-04-26,16515.78,0.096,29
INV-ACC-1190-202505,ACC-1190,2025-05-26,18348.29,0.0142,30
INV-ACC-1190-202506,ACC-1190,2025-06-26,18703.59,0.0914,7
INV-ACC-1190-202507,ACC-1190,2025-07-26,20494.18,0.0329,24
INV-ACC-1190-202508,ACC-1190,2025-08-26,21371.29,0.0359,12
INV-ACC-1190-202509,ACC-1190,2025-09-25,22124.36,0.0475,20
INV-ACC-1190-202510,ACC-1190,2025-10-28,23589.78,0.0663,14
INV-ACC-1190-202511,ACC-1190,2025-11-23,25110.47,0.0647,32
INV-ACC-1190-202512,ACC-1190,2025-12-28,24415.33,0.1128,27
INV-ACC-1191-202405,ACC-1191,2024-05-23,2926.58,0.1373,6
INV-ACC-1191-202406,ACC-1191,2024-06-27,3249.58,0.087,10
INV-ACC-1191-202407,ACC-1191,2024-07-22,3252.85,0.114,24
INV-ACC-1191-202408,ACC-1191,2024-08-26,3209.77,0.0306,23
INV-ACC-1191-202409,ACC-1191,2024-09-22,3373.01,0.0272,14
INV-ACC-1191-202410,ACC-1191,2024-10-28,3529.49,0.0871,25
INV-ACC-1191-202411,ACC-1191,2024-11-24,3698.97,0.0787,9
INV-ACC-1191-202412,ACC-1191,2024-12-27,3797.0,0.0647,7
INV-ACC-1191-202501,ACC-1191,2025-01-26,3946.49,0.042,32
INV-ACC-1191-202502,ACC-1191,2025-02-27,4222.58,0.03,5
INV-ACC-1191-202503,ACC-1191,2025-03-25,4540.46,0.1024,30
INV-ACC-1191-202504,ACC-1191,2025-04-24,4876.68,0.139,26
INV-ACC-1191-202505,ACC-1191,2025-05-26,5078.8,0.0902,10
INV-ACC-1191-202506,ACC-1191,2025-06-23,4967.27,0.1292,20
INV-ACC-1191-202507,ACC-1191,2025-07-23,5745.87,0.129,8
INV-ACC-1191-202508,ACC-1191,2025-08-28,6216.92,0.1445,6
INV-ACC-1191-202509,ACC-1191,2025-09-27,5808.37,0.045,9
INV-ACC-1191-202510,ACC-1191,2025-10-26,5950.23,0.0835,26
INV-ACC-1191-202511,ACC-1191,2025-11-28,6473.96,0.0194,26
INV-ACC-1191-202512,ACC-1191,2025-12-27,6695.86,0.1291,20
INV-ACC-1192-202409,ACC-1192,2024-09-24,64569.77,0.1506,16
INV-ACC-1192-202410,ACC-1192,2024-10-22,67676.85,0.1392,32
INV-ACC-1192-202411,ACC-1192,2024-11-28,66535.24,0.1068,32
INV-ACC-1192-202412,ACC-1192,2024-12-28,69667.88,0.0429,15
INV-ACC-1192-202501,ACC-1192,2025-01-25,70247.18,0.0998,16
INV-ACC-1192-202502,ACC-1192,2025-02-23,71084.62,0.0505,31
INV-ACC-1192-202503,ACC-1192,2025-03-27,72514.11,0.0507,24
INV-ACC-1192-202504,ACC-1192,2025-04-22,71181.0,0.0347,28
INV-ACC-1192-202505,ACC-1192,2025-05-23,68785.61,0.1379,16
INV-ACC-1192-202506,ACC-1192,2025-06-26,70721.38,0.0463,24
INV-ACC-1192-202507,ACC-1192,2025-07-22,68982.8,0.0639,9
INV-ACC-1192-202508,ACC-1192,2025-08-26,67855.89,0.084,24
INV-ACC-1192-202509,ACC-1192,2025-09-27,71524.76,0.0587,6
INV-ACC-1192-202510,ACC-1192,2025-10-28,76351.16,0.1062,33
INV-ACC-1192-202511,ACC-1192,2025-11-27,75680.6,0.0251,32
INV-ACC-1192-202512,ACC-1192,2025-12-24,80032.69,0.1142,8
INV-ACC-1193-202505,ACC-1193,2025-05-23,7267.91,0.0511,11
INV-ACC-1193-202506,ACC-1193,2025-06-27,6956.88,0.0734,22
INV-ACC-1193-202507,ACC-1193,2025-07-24,6667.45,0.0981,10
INV-ACC-1193-202508,ACC-1193,2025-08-24,6839.6,0.1181,16
INV-ACC-1193-202509,ACC-1193,2025-09-26,6884.93,0.1506,17
INV-ACC-1193-202510,ACC-1193,2025-10-23,6681.84,0.0953,30
INV-ACC-1193-202511,ACC-1193,2025-11-23,5866.9,0.1188,27
INV-ACC-1193-202512,ACC-1193,2025-12-27,5554.55,0.1412,11
INV-ACC-1194-202407,ACC-1194,2024-07-28,4278.25,0.0621,24
INV-ACC-1194-202408,ACC-1194,2024-08-28,4259.75,0.0844,32
INV-ACC-1194-202409,ACC-1194,2024-09-27,3904.04,0.0743,13
INV-ACC-1194-202410,ACC-1194,2024-10-23,3549.91,0.0561,8
INV-ACC-1194-202411,ACC-1194,2024-11-28,3700.17,0.0192,7
INV-ACC-1195-202506,ACC-1195,2025-06-28,45306.42,0.0598,13
INV-ACC-1195-202507,ACC-1195,2025-07-24,44502.2,0.045,12
INV-ACC-1195-202508,ACC-1195,2025-08-27,45535.59,0.1172,11
INV-ACC-1195-202509,ACC-1195,2025-09-25,53132.66,0.1457,30
INV-ACC-1195-202510,ACC-1195,2025-10-27,56504.4,0.0629,3
INV-ACC-1195-202511,ACC-1195,2025-11-27,60339.71,0.0653,22
INV-ACC-1195-202512,ACC-1195,2025-12-23,66650.68,0.0939,33
INV-ACC-1196-202407,ACC-1196,2024-07-22,8241.55,0.0555,11
INV-ACC-1196-202408,ACC-1196,2024-08-27,9352.75,0.1249,30
INV-ACC-1196-202409,ACC-1196,2024-09-28,9820.67,0.1085,12
INV-ACC-1196-202410,ACC-1196,2024-10-27,11295.64,0.0111,22
INV-ACC-1196-202411,ACC-1196,2024-11-24,12496.26,0.1104,22
INV-ACC-1196-202412,ACC-1196,2024-12-22,13072.29,0.0514,33
INV-ACC-1196-202501,ACC-1196,2025-01-26,14873.65,0.0949,23
INV-ACC-1196-202502,ACC-1196,2025-02-26,16172.35,0.1141,13
INV-ACC-1196-202503,ACC-1196,2025-03-25,16913.05,0.0135,33
INV-ACC-1196-202504,ACC-1196,2025-04-27,17050.79,0.0688,10
INV-ACC-1196-202505,ACC-1196,2025-05-28,18348.04,0.0284,17
INV-ACC-1196-202506,ACC-1196,2025-06-28,18511.34,0.0107,31
INV-ACC-1196-202507,ACC-1196,2025-07-27,20442.94,0.1145,24
INV-ACC-1196-202508,ACC-1196,2025-08-24,21921.64,0.1468,15
INV-ACC-1196-202509,ACC-1196,2025-09-24,24027.81,0.1303,32
INV-ACC-1196-202510,ACC-1196,2025-10-28,25799.96,0.1347,12
INV-ACC-1196-202511,ACC-1196,2025-11-24,31131.0,0.0719,27
INV-ACC-1196-202512,ACC-1196,2025-12-23,31465.23,0.1283,24
INV-ACC-1197-202502,ACC-1197,2025-02-25,5319.61,0.0376,27
INV-ACC-1197-202503,ACC-1197,2025-03-24,5554.09,0.063,12
INV-ACC-1197-202504,ACC-1197,2025-04-28,6038.56,0.0332,29
INV-ACC-1197-202505,ACC-1197,2025-05-23,6233.79,0.111,25
INV-ACC-1197-202506,ACC-1197,2025-06-27,5861.21,0.0429,23
INV-ACC-1197-202507,ACC-1197,2025-07-28,6421.35,0.1461,22
INV-ACC-1197-202508,ACC-1197,2025-08-22,6285.17,0.1039,30
INV-ACC-1197-202509,ACC-1197,2025-09-26,6171.65,0.1547,27
INV-ACC-1197-202510,ACC-1197,2025-10-25,6889.0,0.0534,24
INV-ACC-1197-202511,ACC-1197,2025-11-25,6847.09,0.1009,31
INV-ACC-1197-202512,ACC-1197,2025-12-26,6540.76,0.1281,27
INV-ACC-1198-202411,ACC-1198,2024-11-23,58836.34,0.1372,27
INV-ACC-1198-202412,ACC-1198,2024-12-28,67729.55,0.0861,8
INV-ACC-1198-202501,ACC-1198,2025-01-22,67840.01,0.0458,17
INV-ACC-1198-202502,ACC-1198,2025-02-27,77235.51,0.0113,20
INV-ACC-1198-202503,ACC-1198,2025-03-25,78693.12,0.0789,24
INV-ACC-1198-202504,ACC-1198,2025-04-23,85078.02,0.0501,16
INV-ACC-1198-202505,ACC-1198,2025-05-26,100973.09,0.0653,22
INV-ACC-1198-202506,ACC-1198,2025-06-22,99022.36,0.1522,30
INV-ACC-1198-202507,ACC-1198,2025-07-22,104094.59,0.0191,30
INV-ACC-1198-202508,ACC-1198,2025-08-25,112720.1,0.0892,5
INV-ACC-1198-202509,ACC-1198,2025-09-27,124305.29,0.1327,4
INV-ACC-1198-202510,ACC-1198,2025-10-23,133421.27,0.1344,3
INV-ACC-1198-202511,ACC-1198,2025-11-23,136663.42,0.1186,14
INV-ACC-1198-202512,ACC-1198,2025-12-27,142870.87,0.1367,7
INV-ACC-1199-202401,ACC-1199,2024-01-27,16134.35,0.1263,10
INV-ACC-1199-202402,ACC-1199,2024-02-22,16198.75,0.1494,15
INV-ACC-1199-202403,ACC-1199,2024-03-22,16116.22,0.0833,5
INV-ACC-1199-202404,ACC-1199,2024-04-23,17535.93,0.1336,31
INV-ACC-1199-202405,ACC-1199,2024-05-26,18358.8,0.123,21
INV-ACC-1199-202406,ACC-1199,2024-06-28,18811.04,0.0897,20
INV-ACC-1199-202407,ACC-1199,2024-07-23,20624.22,0.1419,28
INV-ACC-1199-202408,ACC-1199,2024-08-26,22912.1,0.0461,4
INV-ACC-1199-202409,ACC-1199,2024-09-24,23578.87,0.0326,33
INV-ACC-1199-202410,ACC-1199,2024-10-27,25127.04,0.0569,25
INV-ACC-1199-202411,ACC-1199,2024-11-28,26753.43,0.0608,24
INV-ACC-1199-202412,ACC-1199,2024-12-27,27926.36,0.0738,25
INV-ACC-1199-202501,ACC-1199,2025-01-22,30168.24,0.0428,12
INV-ACC-1199-202502,ACC-1199,2025-02-26,31109.4,0.0933,8
INV-ACC-1199-202503,ACC-1199,2025-03-28,34947.01,0.0639,4
INV-ACC-1199-202504,ACC-1199,2025-04-23,36818.01,0.0273,7
INV-ACC-1199-202505,ACC-1199,2025-05-28,39499.53,0.1353,3
INV-ACC-1199-202506,ACC-1199,2025-06-24,37616.59,0.0593,8
INV-ACC-1199-202507,ACC-1199,2025-07-23,38357.39,0.0973,33
INV-ACC-1199-202508,ACC-1199,2025-08-25,40574.27,0.0719,29
INV-ACC-1199-202509,ACC-1199,2025-09-25,44561.9,0.0882,10
INV-ACC-1199-202510,ACC-1199,2025-10-23,49965.51,0.0497,3
INV-ACC-1199-202511,ACC-1199,2025-11-25,51584.12,0.0736,13
INV-ACC-1199-202512,ACC-1199,2025-12-26,58009.52,0.1518,13
INV-ACC-1200-202504,ACC-1200,2025-04-23,2408.98,0.0959,30
INV-ACC-1200-202505,ACC-1200,2025-05-26,2772.93,0.0532,24
INV-ACC-1200-202506,ACC-1200,2025-06-27,2834.74,0.0853,29
INV-ACC-1200-202507,ACC-1200,2025-07-26,3050.37,0.0139,11
INV-ACC-1200-202508,ACC-1200,2025-08-28,3569.83,0.1247,24
INV-ACC-1200-202509,ACC-1200,2025-09-25,3741.31,0.1004,32
INV-ACC-1200-202510,ACC-1200,2025-10-23,4091.06,0.0404,5
INV-ACC-1200-202511,ACC-1200,2025-11-27,4667.67,0.0323,15
INV-ACC-1200-202512,ACC-1200,2025-12-25,4994.76,0.0236,7
INV-ACC-1201-202505,ACC-1201,2025-05-28,28267.07,0.054,9
INV-ACC-1201-202506,ACC-1201,2025-06-23,29172.01,0.0996,29
INV-ACC-1201-202507,ACC-1201,2025-07-28,30501.81,0.0766,3
INV-ACC-1201-202508,ACC-1201,2025-08-27,29195.17,0.0968,26
INV-ACC-1201-202509,ACC-1201,2025-09-25,28318.43,0.0872,18
INV-ACC-1201-202510,ACC-1201,2025-10-26,29798.88,0.1146,19
INV-ACC-1201-202511,ACC-1201,2025-11-22,31143.83,0.1574,8
INV-ACC-1201-202512,ACC-1201,2025-12-26,34014.96,0.1517,13
INV-ACC-1202-202506,ACC-1202,2025-06-27,17046.65,0.0572,20
INV-ACC-1202-202507,ACC-1202,2025-07-22,16895.97,0.124,8
INV-ACC-1202-202508,ACC-1202,2025-08-27,17617.75,0.0929,17
INV-ACC-1202-202509,ACC-1202,2025-09-27,18646.39,0.1546,32
INV-ACC-1202-202510,ACC-1202,2025-10-28,18957.51,0.1541,7
INV-ACC-1202-202511,ACC-1202,2025-11-27,17598.56,0.0122,9
INV-ACC-1202-202512,ACC-1202,2025-12-22,17219.04,0.1565,14
INV-ACC-1203-202503,ACC-1203,2025-03-26,6331.93,0.045,30
INV-ACC-1203-202504,ACC-1203,2025-04-28,6094.47,0.0964,16
INV-ACC-1203-202505,ACC-1203,2025-05-23,6067.82,0.063,26
INV-ACC-1203-202506,ACC-1203,2025-06-27,5298.5,0.0307,15
INV-ACC-1203-202507,ACC-1203,2025-07-27,5505.05,0.0356,11
INV-ACC-1203-202508,ACC-1203,2025-08-26,5163.75,0.0243,8
INV-ACC-1203-202509,ACC-1203,2025-09-28,4917.66,0.0228,17
INV-ACC-1203-202510,ACC-1203,2025-10-27,4929.01,0.0389,30
INV-ACC-1203-202511,ACC-1203,2025-11-28,4904.05,0.0678,4
INV-ACC-1203-202512,ACC-1203,2025-12-24,4801.41,0.1047,26
INV-ACC-1204-202405,ACC-1204,2024-05-28,41656.33,0.092,19
INV-ACC-1204-202406,ACC-1204,2024-06-23,40390.77,0.1333,4
INV-ACC-1204-202407,ACC-1204,2024-07-27,39262.38,0.06,10
INV-ACC-1204-202408,ACC-1204,2024-08-26,40681.36,0.0176,33
INV-ACC-1204-202409,ACC-1204,2024-09-27,39414.65,0.0429,24
INV-ACC-1204-202410,ACC-1204,2024-10-27,37608.3,0.0228,24
INV-ACC-1204-202411,ACC-1204,2024-11-24,33002.24,0.0642,21
INV-ACC-1204-202412,ACC-1204,2024-12-23,32119.9,0.0757,33
INV-ACC-1204-202501,ACC-1204,2025-01-24,33174.14,0.0191,6
INV-ACC-1204-202502,ACC-1204,2025-02-25,34316.37,0.094,33
INV-ACC-1204-202503,ACC-1204,2025-03-27,34263.26,0.1565,18
INV-ACC-1204-202504,ACC-1204,2025-04-26,35712.48,0.0258,23
INV-ACC-1204-202505,ACC-1204,2025-05-28,33667.31,0.0654,6
INV-ACC-1204-202506,ACC-1204,2025-06-24,34230.32,0.1136,29
INV-ACC-1204-202507,ACC-1204,2025-07-25,34725.43,0.0841,12
INV-ACC-1205-202505,ACC-1205,2025-05-27,14845.88,0.0814,32
INV-ACC-1205-202506,ACC-1205,2025-06-26,15736.09,0.0634,24
INV-ACC-1205-202507,ACC-1205,2025-07-23,16111.26,0.0676,7
INV-ACC-1205-202508,ACC-1205,2025-08-28,15665.67,0.0913,4
INV-ACC-1206-202405,ACC-1206,2024-05-23,6250.11,0.0147,24
INV-ACC-1206-202406,ACC-1206,2024-06-23,6151.69,0.068,7
INV-ACC-1206-202407,ACC-1206,2024-07-26,7068.31,0.142,13
INV-ACC-1206-202408,ACC-1206,2024-08-23,7594.52,0.0939,24
INV-ACC-1206-202409,ACC-1206,2024-09-26,8387.33,0.0815,29
INV-ACC-1206-202410,ACC-1206,2024-10-27,9081.74,0.1237,13
INV-ACC-1206-202411,ACC-1206,2024-11-28,9747.76,0.0569,5
INV-ACC-1206-202412,ACC-1206,2024-12-25,11073.76,0.1549,24
INV-ACC-1206-202501,ACC-1206,2025-01-25,11772.15,0.1495,15
INV-ACC-1206-202502,ACC-1206,2025-02-22,11943.95,0.1528,6
INV-ACC-1206-202503,ACC-1206,2025-03-28,13371.99,0.0469,11
INV-ACC-1206-202504,ACC-1206,2025-04-28,14615.33,0.1234,22
INV-ACC-1206-202505,ACC-1206,2025-05-28,15641.24,0.0769,7
INV-ACC-1206-202506,ACC-1206,2025-06-27,17146.4,0.149,27
INV-ACC-1206-202507,ACC-1206,2025-07-28,17191.54,0.1096,21
INV-ACC-1206-202508,ACC-1206,2025-08-23,20083.98,0.0729,23
INV-ACC-1206-202509,ACC-1206,2025-09-26,21373.06,0.1227,33
INV-ACC-1206-202510,ACC-1206,2025-10-28,23567.13,0.0753,18
INV-ACC-1206-202511,ACC-1206,2025-11-25,23485.64,0.0668,31
INV-ACC-1206-202512,ACC-1206,2025-12-25,26029.69,0.0846,11
INV-ACC-1207-202412,ACC-1207,2024-12-27,57164.22,0.1257,31
INV-ACC-1207-202501,ACC-1207,2025-01-22,56985.59,0.0777,33
INV-ACC-1207-202502,ACC-1207,2025-02-22,53041.29,0.0667,11
INV-ACC-1207-202503,ACC-1207,2025-03-22,45359.67,0.0879,17
INV-ACC-1207-202504,ACC-1207,2025-04-27,45497.8,0.0278,12
INV-ACC-1207-202505,ACC-1207,2025-05-25,45021.29,0.1243,25
INV-ACC-1207-202506,ACC-1207,2025-06-24,41219.44,0.0288,21
INV-ACC-1207-202507,ACC-1207,2025-07-22,38569.82,0.0683,23
INV-ACC-1207-202508,ACC-1207,2025-08-22,36676.34,0.0926,11
INV-ACC-1207-202509,ACC-1207,2025-09-27,32721.81,0.1484,4
INV-ACC-1207-202510,ACC-1207,2025-10-26,33147.74,0.0118,15
INV-ACC-1207-202511,ACC-1207,2025-11-24,30204.31,0.1007,22
INV-ACC-1207-202512,ACC-1207,2025-12-25,29192.74,0.1238,9
INV-ACC-1208-202501,ACC-1208,2025-01-24,18239.24,0.1329,9
INV-ACC-1208-202502,ACC-1208,2025-02-28,18369.8,0.1083,7
INV-ACC-1208-202503,ACC-1208,2025-03-25,17612.9,0.1415,23
INV-ACC-1208-202504,ACC-1208,2025-04-28,17236.49,0.1348,10
INV-ACC-1208-202505,ACC-1208,2025-05-25,17542.16,0.0667,15
INV-ACC-1208-202506,ACC-1208,2025-06-23,15243.93,0.0645,25
INV-ACC-1208-202507,ACC-1208,2025-07-27,14465.06,0.0352,7
INV-ACC-1208-202508,ACC-1208,2025-08-24,15113.38,0.1218,26
INV-ACC-1208-202509,ACC-1208,2025-09-27,14971.31,0.142,18
INV-ACC-1208-202510,ACC-1208,2025-10-22,15362.9,0.1316,14
INV-ACC-1208-202511,ACC-1208,2025-11-27,16169.11,0.1043,32
INV-ACC-1208-202512,ACC-1208,2025-12-22,15780.1,0.1263,6
INV-ACC-1209-202408,ACC-1209,2024-08-23,5238.64,0.0854,26
INV-ACC-1209-202409,ACC-1209,2024-09-22,5513.37,0.0461,7
INV-ACC-1209-202410,ACC-1209,2024-10-22,6231.67,0.027,13
INV-ACC-1209-202411,ACC-1209,2024-11-25,6320.18,0.0392,16
INV-ACC-1209-202412,ACC-1209,2024-12-22,6058.92,0.139,15
INV-ACC-1209-202501,ACC-1209,2025-01-22,6062.69,0.0313,11
INV-ACC-1209-202502,ACC-1209,2025-02-25,6773.42,0.0787,3
INV-ACC-1209-202503,ACC-1209,2025-03-23,6865.15,0.0295,13
INV-ACC-1209-202504,ACC-1209,2025-04-24,7058.68,0.1009,22
INV-ACC-1209-202505,ACC-1209,2025-05-27,7604.52,0.1352,11
INV-ACC-1209-202506,ACC-1209,2025-06-24,7741.23,0.1098,31
INV-ACC-1209-202507,ACC-1209,2025-07-25,7458.89,0.0393,24
INV-ACC-1209-202508,ACC-1209,2025-08-25,8551.41,0.1061,9
INV-ACC-1209-202509,ACC-1209,2025-09-28,8326.48,0.1076,15
INV-ACC-1209-202510,ACC-1209,2025-10-26,9164.36,0.1277,9
INV-ACC-1209-202511,ACC-1209,2025-11-23,9687.75,0.1221,27
INV-ACC-1209-202512,ACC-1209,2025-12-27,10004.45,0.0419,3
INV-ACC-1210-202501,ACC-1210,2025-01-22,30922.54,0.0744,30
INV-ACC-1210-202502,ACC-1210,2025-02-26,28310.79,0.0782,23
INV-ACC-1210-202503,ACC-1210,2025-03-23,28640.35,0.0528,19
INV-ACC-1210-202504,ACC-1210,2025-04-27,29378.23,0.0243,29
INV-ACC-1210-202505,ACC-1210,2025-05-28,28254.69,0.0804,31
INV-ACC-1210-202506,ACC-1210,2025-06-26,29150.61,0.0887,28
INV-ACC-1210-202507,ACC-1210,2025-07-22,27664.29,0.0152,20
INV-ACC-1210-202508,ACC-1210,2025-08-27,27636.67,0.137,14
INV-ACC-1210-202509,ACC-1210,2025-09-24,25878.5,0.0415,8
INV-ACC-1210-202510,ACC-1210,2025-10-27,26403.68,0.1371,14
INV-ACC-1210-202511,ACC-1210,2025-11-27,26525.11,0.0535,8
INV-ACC-1210-202512,ACC-1210,2025-12-26,24891.37,0.0702,16
INV-ACC-1211-202406,ACC-1211,2024-06-26,11321.81,0.0694,33
INV-ACC-1211-202407,ACC-1211,2024-07-24,11468.97,0.0933,23
INV-ACC-1211-202408,ACC-1211,2024-08-26,11100.3,0.1439,25
INV-ACC-1211-202409,ACC-1211,2024-09-27,10833.01,0.1572,5
INV-ACC-1211-202410,ACC-1211,2024-10-25,10010.13,0.0771,17
INV-ACC-1211-202411,ACC-1211,2024-11-26,10332.44,0.0401,23
INV-ACC-1211-202412,ACC-1211,2024-12-25,10206.13,0.0598,30
INV-ACC-1211-202501,ACC-1211,2025-01-27,9098.48,0.0417,7
INV-ACC-1211-202502,ACC-1211,2025-02-22,9649.15,0.0566,19
INV-ACC-1211-202503,ACC-1211,2025-03-23,10614.05,0.0475,18
INV-ACC-1211-202504,ACC-1211,2025-04-22,9713.76,0.1428,18
INV-ACC-1211-202505,ACC-1211,2025-05-27,9408.16,0.015,31
INV-ACC-1211-202506,ACC-1211,2025-06-27,9243.24,0.1253,9
INV-ACC-1211-202507,ACC-1211,2025-07-28,9446.99,0.0665,27
INV-ACC-1211-202508,ACC-1211,2025-08-25,9737.23,0.1058,21
INV-ACC-1211-202509,ACC-1211,2025-09-24,9770.43,0.0918,11
INV-ACC-1211-202510,ACC-1211,2025-10-22,9466.6,0.159,32
INV-ACC-1211-202511,ACC-1211,2025-11-24,10106.34,0.0595,23
INV-ACC-1211-202512,ACC-1211,2025-12-28,10672.52,0.0167,7
INV-ACC-1212-202409,ACC-1212,2024-09-28,5205.66,0.1358,16
INV-ACC-1212-202410,ACC-1212,2024-10-24,5100.32,0.1062,21
INV-ACC-1212-202411,ACC-1212,2024-11-22,5024.41,0.0299,30
INV-ACC-1212-202412,ACC-1212,2024-12-23,5024.31,0.0215,10
INV-ACC-1212-202501,ACC-1212,2025-01-27,5024.84,0.0793,26
INV-ACC-1212-202502,ACC-1212,2025-02-28,5412.59,0.0947,26
INV-ACC-1212-202503,ACC-1212,2025-03-26,5353.88,0.1092,3
INV-ACC-1212-202504,ACC-1212,2025-04-23,5659.18,0.0492,24
INV-ACC-1212-202505,ACC-1212,2025-05-24,5865.11,0.0346,25
INV-ACC-1212-202506,ACC-1212,2025-06-24,6127.03,0.134,19
INV-ACC-1212-202507,ACC-1212,2025-07-22,5711.46,0.0585,23
INV-ACC-1212-202508,ACC-1212,2025-08-24,5661.63,0.0287,30
INV-ACC-1212-202509,ACC-1212,2025-09-27,5854.77,0.152,19
INV-ACC-1212-202510,ACC-1212,2025-10-25,5697.82,0.0632,32
INV-ACC-1212-202511,ACC-1212,2025-11-28,5111.66,0.0211,3
INV-ACC-1212-202512,ACC-1212,2025-12-23,5548.72,0.0509,4
INV-ACC-1213-202403,ACC-1213,2024-03-24,58937.76,0.0167,14
INV-ACC-1213-202404,ACC-1213,2024-04-27,63449.08,0.062,17
INV-ACC-1213-202405,ACC-1213,2024-05-23,68886.56,0.082,5
INV-ACC-1213-202406,ACC-1213,2024-06-27,73927.26,0.1488,30
INV-ACC-1213-202407,ACC-1213,2024-07-24,74360.13,0.0455,16
INV-ACC-1213-202408,ACC-1213,2024-08-23,78922.13,0.1572,30
INV-ACC-1213-202409,ACC-1213,2024-09-22,79726.58,0.1413,8
INV-ACC-1213-202410,ACC-1213,2024-10-24,82227.86,0.1447,14
INV-ACC-1213-202411,ACC-1213,2024-11-22,92455.17,0.1056,9
INV-ACC-1213-202412,ACC-1213,2024-12-22,100361.97,0.0978,29
INV-ACC-1213-202501,ACC-1213,2025-01-23,99191.33,0.0913,17
INV-ACC-1213-202502,ACC-1213,2025-02-26,108723.8,0.0704,5
INV-ACC-1213-202503,ACC-1213,2025-03-28,113345.73,0.1239,10
INV-ACC-1213-202504,ACC-1213,2025-04-22,124866.4,0.058,13
INV-ACC-1213-202505,ACC-1213,2025-05-23,128315.65,0.0822,10
INV-ACC-1213-202506,ACC-1213,2025-06-23,134119.84,0.1316,14
INV-ACC-1213-202507,ACC-1213,2025-07-28,129371.58,0.0242,27
INV-ACC-1213-202508,ACC-1213,2025-08-26,146155.85,0.0857,27
INV-ACC-1213-202509,ACC-1213,2025-09-28,151316.7,0.0398,9
INV-ACC-1213-202510,ACC-1213,2025-10-24,162876.89,0.0929,24
INV-ACC-1213-202511,ACC-1213,2025-11-24,164889.91,0.1155,28
INV-ACC-1213-202512,ACC-1213,2025-12-28,185176.2,0.0227,22
INV-ACC-1214-202406,ACC-1214,2024-06-28,16628.81,0.1199,24
INV-ACC-1214-202407,ACC-1214,2024-07-22,15577.08,0.1269,21
INV-ACC-1214-202408,ACC-1214,2024-08-22,16305.05,0.1311,18
INV-ACC-1214-202409,ACC-1214,2024-09-22,16923.93,0.1581,18
INV-ACC-1214-202410,ACC-1214,2024-10-22,16366.29,0.1144,25
INV-ACC-1214-202411,ACC-1214,2024-11-26,16264.66,0.0603,6
INV-ACC-1214-202412,ACC-1214,2024-12-24,17270.5,0.1036,31
INV-ACC-1214-202501,ACC-1214,2025-01-26,15673.9,0.012,11
INV-ACC-1214-202502,ACC-1214,2025-02-27,15599.5,0.0936,18
INV-ACC-1214-202503,ACC-1214,2025-03-25,15591.53,0.0405,7
INV-ACC-1214-202504,ACC-1214,2025-04-26,16176.07,0.0178,23
INV-ACC-1214-202505,ACC-1214,2025-05-24,17114.75,0.0768,30
INV-ACC-1214-202506,ACC-1214,2025-06-23,15806.68,0.0421,20
INV-ACC-1214-202507,ACC-1214,2025-07-27,15901.67,0.0853,13
INV-ACC-1214-202508,ACC-1214,2025-08-22,16352.81,0.1043,21
INV-ACC-1214-202509,ACC-1214,2025-09-25,14956.61,0.0418,31
INV-ACC-1214-202510,ACC-1214,2025-10-25,15847.21,0.0708,27
INV-ACC-1214-202511,ACC-1214,2025-11-28,16299.19,0.0217,30
INV-ACC-1214-202512,ACC-1214,2025-12-24,15802.27,0.0781,5
