metric_month,account_id,arr_usd,active_flag,seats_purchased,active_seats,feature_adoption_pct,support_tickets,csat_score,renewal_due_in_days
2025-12,ACC-1189,663280.5,1,235,138,0.4135,4,88.67,245
2024-10,ACC-1190,150942.0,1,93,81,0.355,6,72.93,365
2024-11,ACC-1190,167272.82,1,85,55,0.2678,5,67.28,335
2024-12,ACC-1190,179183.35,1,99,68,0.4728,6,82.49,305
2025-01,ACC-1190,178834.19,1,96,32,0.8968,1,72.83,275
2025-02,ACC-1190,199195.84,1,98,66,0.3285,13,64.26,245
2025-03,ACC-1190,202728.93,1,103,81,0.5965,9,82.92,215
2025-04,ACC-1190,201263.14,1,107,65,0.5492,4,73.81,185
2025-05,ACC-1190,224011.81,1,107,77,0.3308,13,76.79,155
2025-06,ACC-1190,232625.62,1,98,42,0.6391,8,65.48,125
2025-07,ACC-1190,246191.62,1,100,58,0.8066,2,91.04,95
2025-08,ACC-1190,252478.95,1,94,58,0.4548,6,85.08,65
2025-09,ACC-1190,276535.52,1,83,76,0.3656,4,78.51,35
2025-10,ACC-1190,279363.37,1,101,55,0.8487,5,73.36,365
2025-11,ACC-1190,292296.6,1,100,62,0.857,5,84.86,335
2025-12,ACC-1190,300939.85,1,96,53,0.4135,3,66.73,305
2024-05,ACC-1191,35719.0,1,31,16,0.8242,4,75.57,365
2024-06,ACC-1191,38611.22,1,30,26,0.5488,10,81.44,335
2024-07,ACC-1191,39080.34,1,31,25,0.5443,9,75.18,305
2024-08,ACC-1191,38790.5,1,29,25,0.6749,5,82.5,275
2024-09,ACC-1191,40612.26,1,33,12,0.3059,5,84.46,245
2024-10,ACC-1191,43991.8,1,27,15,0.5845,10,61.83,215
2024-11,ACC-1191,43842.93,1,27,20,0.8051,0,79.39,185
2024-12,ACC-1191,46974.54,1,33,23,0.6739,9,72.74,155
2025-01,ACC-1191,48756.17,1,31,17,0.7968,6,65.9,125
2025-02,ACC-1191,50282.65,1,30,17,0.3913,4,73.73,95
2025-03,ACC-1191,54665.66,1,27,17,0.4324,5,70.42,65
2025-04,ACC-1191,57008.33,1,29,19,0.3759,4,86.01,35
2025-05,ACC-1191,61146.49,1,29,16,0.5409,6,80.85,365
2025-06,ACC-1191,60606.68,1,27,11,0.7925,3,90.83,335
2025-07,ACC-1191,66403.25,1,28,22,0.3858,3,87.43,305
2025-08,ACC-1191,72946.58,1,27,16,0.4117,9,68.51,275
2025-09,ACC-1191,72280.43,1,30,23,0.4895,4,86.45,245
2025-10,ACC-1191,72264.78,1,30,14,0.3626,7,76.29,215
2025-11,ACC-1191,77280.55,1,29,25,0.4435,4,87.21,185
2025-12,ACC-1191,80667.94,1,31,21,0.2767,13,61.14,155
2024-09,ACC-1192,745282.0,1,230,156,0.3961,2,92.42,365
2024-10,ACC-1192,786463.09,1,275,162,0.8609,0,77.94,335
2024-11,ACC-1192,807767.24,1,242,216,0.3691,7,69.09,305
2024-12,ACC-1192,813582.37,1,262,224,0.7607,2,70.86,275
2025-01,ACC-1192,856691.5,1,242,94,0.5976,0,78.72,245
2025-02,ACC-1192,866495.36,1,230,212,0.5855,1,73.58,215
2025-03,ACC-1192,885491.49,1,266,193,0.5493,3,83.82,185
2025-04,ACC-1192,852399.62,1,288,271,0.8187,6,78.77,155
2025-05,ACC-1192,838101.18,1,300,160,0.3521,5,66.97,125
2025-06,ACC-1192,851645.86,1,289,228,0.4799,5,81.07,95
2025-07,ACC-1192,840490.45,1,221,193,0.3846,8,80.15,65
2025-08,ACC-1192,817903.15,1,301,135,0.34,9,84.86,35
2025-09,ACC-1192,827030.97,1,271,173,0.64,9,80.8,365
2025-10,ACC-1192,887990.58,1,267,114,0.712,6,82.6,335
2025-11,ACC-1192,911346.18,1,222,116,0.9009,0,77.14,305
2025-12,ACC-1192,932939.49,1,245,113,0.446,10,82.89,275
2025-05,ACC-1193,90098.0,1,97,88,0.867,2,86.61,365
2025-06,ACC-1193,82894.02,1,109,58,0.8698,4,67.56,335
2025-07,ACC-1193,82849.87,1,110,38,0.4281,2,68.71,305
2025-08,ACC-1193,81752.36,1,95,86,0.7064,3,78.06,275
2025-09,ACC-1193,82508.38,1,90,74,0.7415,0,93.1,245
2025-10,ACC-1193,77371.47,1,106,90,0.7136,1,79.12,215
2025-11,ACC-1193,72631.75,1,87,35,0.3371,4,77.27,185
2025-12,ACC-1193,68669.12,1,84,60,0.7517,5,76.69,155
2024-07,ACC-1194,53443.0,1,32,24,0.2761,5,81.52,365
2024-08,ACC-1194,50781.97,1,28,17,0.3253,5,72.79,335
2024-09,ACC-1194,47599.39,1,26,20,0.3522,9,60.27,305
2024-10,ACC-1194,43985.24,1,27,13,0.3304,7,82.99,275
2024-11,ACC-1194,42888.1,1,27,20,0.8778,4,72.63,245
2024-12,ACC-1194,0.0,0,34,0,0.0,0,0.0,215
2025-06,ACC-1195,535721.0,1,271,192,0.3973,8,74.07,365
2025-07,ACC-1195,548482.58,1,286,134,0.5741,1,89.89,335
2025-08,ACC-1195,566931.83,1,304,139,0.3703,12,60.42,305
2025-09,ACC-1195,624814.43,1,304,154,0.8431,4,67.58,275
2025-10,ACC-1195,671234.39,1,230,118,0.7058,5,82.55,245
2025-11,ACC-1195,734508.29,1,263,201,0.6919,7,77.79,215
2025-12,ACC-1195,786131.93,1,282,205,0.3626,6,75.27,185
2024-07,ACC-1196,95710.0,1,101,55,0.893,3,74.26,365
2024-08,ACC-1196,108854.85,1,82,54,0.8562,1,92.61,335
2024-09,ACC-1196,122269.43,1,83,63,0.7497,8,67.79,305
2024-10,ACC-1196,133883.37,1,90,37,0.9022,3,73.59,275
2024-11,ACC-1196,151006.55,1,110,77,0.515,6,84.41,245
2024-12,ACC-1196,162562.31,1,97,84,0.7193,4,76.67,215
2025-01,ACC-1196,185399.11,1,110,52,0.7933,3,82.7,185
2025-02,ACC-1196,188313.67,1,111,78,0.481,5,81.05,155
2025-03,ACC-1196,202436.63,1,106,85,0.8182,6,86.32,125
2025-04,ACC-1196,208082.74,1,83,57,0.6312,1,73.72,95
2025-05,ACC-1196,221570.91,1,93,79,0.5863,8,74.87,65
2025-06,ACC-1196,228912.13,1,94,66,0.6056,7,80.93,35
2025-07,ACC-1196,242933.88,1,109,46,0.5873,4,81.46,365
2025-08,ACC-1196,271946.29,1,98,39,0.4039,3,76.16,335
2025-09,ACC-1196,295445.97,1,110,42,0.4082,5,78.19,305
2025-10,ACC-1196,321099.65,1,85,79,0.5425,8,86.06,275
2025-11,ACC-1196,367199.93,1,95,61,0.7179,0,93.2,245
2025-12,ACC-1196,390659.9,1,109,43,0.5914,2,67.01,215
2025-02,ACC-1197,61905.0,1,26,11,0.6525,5,76.66,365
2025-03,ACC-1197,66466.95,1,28,23,0.3683,12,64.62,335
2025-04,ACC-1197,71667.19,1,33,29,0.6884,8,76.9,305
2025-05,ACC-1197,76059.3,1,28,19,0.7891,2,67.11,275
2025-06,ACC-1197,72501.99,1,35,22,0.8554,0,79.23,245
2025-07,ACC-1197,76297.27,1,26,15,0.6934,2,90.76,215
2025-08,ACC-1197,73710.62,1,29,21,0.454,11,80.71,185
2025-09,ACC-1197,74886.86,1,33,28,0.8365,2,75.66,155
2025-10,ACC-1197,80498.94,1,29,21,0.346,6,85.24,125
2025-11,ACC-1197,80483.2,1,33,18,0.5864,7,67.25,95
2025-12,ACC-1197,77369.96,1,30,10,0.5203,3,80.07,65
2024-11,ACC-1198,717194.0,1,263,196,0.8354,0,88.52,365
2024-12,ACC-1198,786781.09,1,295,198,0.7195,2,85.21,335
2025-01,ACC-1198,802652.77,1,264,177,0.4561,7,80.43,305
2025-02,ACC-1198,898382.01,1,271,114,0.8882,0,90.65,275
2025-03,ACC-1198,931678.36,1,279,118,0.4327,11,67.84,245
2025-04,ACC-1198,1037723.15,1,238,181,0.6144,5,83.02,215
2025-05,ACC-1198,1165469.11,1,256,126,0.6308,4,90.56,185
2025-06,ACC-1198,1185248.1,1,293,178,0.3549,4,86.22,155
2025-07,ACC-1198,1264547.78,1,291,196,0.6884,8,69.29,125
2025-08,ACC-1198,1408077.22,1,302,261,0.8444,7,73.45,95
2025-09,ACC-1198,1477912.47,1,263,104,0.8695,5,80.35,65
2025-10,ACC-1198,1578918.23,1,247,145,0.7187,2,87.39,35
2025-11,ACC-1198,1706014.41,1,243,162,0.5072,8,68.86,365
2025-12,ACC-1198,1753292.94,1,270,123,0.3808,7,66.85,335
2024-01,ACC-1199,186554.0,1,91,65,0.439,9,64.87,365
2024-02,ACC-1199,191443.37,1,91,72,0.6358,6,82.98,335
2024-03,ACC-1199,190925.65,1,90,61,0.5389,7,64.9,305
2024-04,ACC-1199,208249.4,1,107,85,0.8211,8,86.11,275
2024-05,ACC-1199,216301.46,1,84,30,0.7634,2,85.51,245
2024-06,ACC-1199,228152.47,1,107,63,0.568,5,71.6,215
2024-07,ACC-1199,251554.21,1,94,56,0.7943,5,71.42,185
2024-08,ACC-1199,275633.58,1,103,39,0.3702,9,62.5,155
2024-09,ACC-1199,291796.33,1,110,44,0.6785,2,74.68,125
2024-10,ACC-1199,309733.67,1,85,32,0.7166,6,74.81,95
2024-11,ACC-1199,328684.64,1,104,35,0.5122,6,63.74,65
2024-12,ACC-1199,338964.02,1,103,47,0.7668,0,90.38,35
2025-01,ACC-1199,350374.59,1,90,42,0.3203,5,79.6,365
2025-02,ACC-1199,386763.78,1,96,84,0.3796,12,60.08,335
2025-03,ACC-1199,405303.0,1,98,85,0.2996,7,64.67,305
2025-04,ACC-1199,436457.62,1,95,35,0.5689,8,78.07,275
2025-05,ACC-1199,463655.63,1,90,70,0.6845,7,64.07,245
2025-06,ACC-1199,462367.02,1,97,50,0.3363,10,84.13,215
2025-07,ACC-1199,461422.42,1,94,76,0.8447,0,79.54,185
2025-08,ACC-1199,498232.58,1,105,40,0.6543,8,80.96,155
2025-09,ACC-1199,547706.55,1,98,50,0.603,9,82.81,125
2025-10,ACC-1199,593078.58,1,106,40,0.5325,2,69.79,95
2025-11,ACC-1199,644787.93,1,107,96,0.8136,1,67.86,65
2025-12,ACC-1199,701852.6,1,107,86,0.3381,8,80.35,35
2025-04,ACC-1200,29717.0,1,28,22,0.7883,2,82.54,365
2025-05,ACC-1200,33640.61,1,25,17,0.8976,4,85.52,335
2025-06,ACC-1200,34312.39,1,32,11,0.3781,7,68.35,305
2025-07,ACC-1200,38003.63,1,26,21,0.7063,1,78.08,275
2025-08,ACC-1200,41731.66,1,26,17,0.6449,4,77.54,245
2025-09,ACC-1200,44076.04,1,28,20,0.6076,5,85.31,215
2025-10,ACC-1200,49003.56,1,25,14,0.6057,1,75.9,185
2025-11,ACC-1200,54977.81,1,27,19,0.5841,2,81.29,155
2025-12,ACC-1200,60141.15,1,32,16,0.6195,1,76.98,125
2025-05,ACC-1201,344266.0,1,258,127,0.4279,8,75.42,365
2025-06,ACC-1201,338276.88,1,294,273,0.6098,5,66.87,335
2025-07,ACC-1201,356891.47,1,241,124,0.7759,6,70.17,305
2025-08,ACC-1201,361065.84,1,232,162,0.8723,0,77.4,275
2025-09,ACC-1201,352850.54,1,225,122,0.7491,8,68.66,245
2025-10,ACC-1201,358140.44,1,271,98,0.5131,8,79.7,215
2025-11,ACC-1201,374930.4,1,295,145,0.6104,4,84.33,185
2025-12,ACC-1201,408430.24,1,252,139,0.5689,6,74.04,155
2025-06,ACC-1202,200817.0,1,95,70,0.3832,6,64.8,365
2025-07,ACC-1202,210420.96,1,91,48,0.8345,6,86.75,335
2025-08,ACC-1202,211644.8,1,105,92,0.3008,9,70.68,305
2025-09,ACC-1202,225614.91,1,87,37,0.9272,5,71.57,275
2025-10,ACC-1202,225426.44,1,86,42,0.3314,10,78.15,245
2025-11,ACC-1202,213162.39,1,85,71,0.8338,0,87.51,215
2025-12,ACC-1202,208949.78,1,93,78,0.6631,5,64.65,185
2025-03,ACC-1203,77332.0,1,35,26,0.6562,0,75.78,365
2025-04,ACC-1203,74647.41,1,31,13,0.7478,0,68.24,335
2025-05,ACC-1203,70766.43,1,34,21,0.2819,13,73.12,305
2025-06,ACC-1203,65648.63,1,31,18,0.3666,4,65.28,275
2025-07,ACC-1203,64321.43,1,34,30,0.7568,0,68.12,245
2025-08,ACC-1203,63429.67,1,32,16,0.4421,9,80.42,215
2025-09,ACC-1203,61203.66,1,27,9,0.5176,8,66.12,185
2025-10,ACC-1203,58126.86,1,29,12,0.5348,1,83.05,155
2025-11,ACC-1203,58534.24,1,25,23,0.4483,7,62.23,125
2025-12,ACC-1203,58835.12,1,26,11,0.6889,4,79.87,95
2024-05,ACC-1204,502342.0,1,281,160,0.4107,6,77.85,365
2024-06,ACC-1204,498976.88,1,223,81,0.3629,11,65.09,335
2024-07,ACC-1204,489730.01,1,282,166,0.4045,10,63.76,305
2024-08,ACC-1204,488437.29,1,235,202,0.8496,5,67.32,275
2024-09,ACC-1204,459434.54,1,263,116,0.4563,8,71.95,245
2024-10,ACC-1204,441367.95,1,291,111,0.5955,6,69.26,215
2024-11,ACC-1204,410102.66,1,223,192,0.5592,7,87.3,185
2024-12,ACC-1204,375053.33,1,244,83,0.703,8,75.27,155
2025-01,ACC-1204,386243.09,1,246,197,0.394,3,68.84,125
2025-02,ACC-1204,397694.2,1,276,134,0.7444,7,65.24,95
2025-03,ACC-1204,412443.59,1,262,201,0.3409,6,79.77,65
2025-04,ACC-1204,429586.9,1,269,114,0.3665,10,66.46,35
2025-05,ACC-1204,404729.69,1,276,205,0.8867,4,73.79,365
2025-06,ACC-1204,412045.05,1,292,157,0.5857,7,74.53,335
2025-07,ACC-1204,413948.27,1,269,168,0.7842,0,83.26,305
2025-08,ACC-1204,0.0,0,280,0,0.0,0,0.0,275
2025-05,ACC-1205,183941.0,1,86,76,0.6572,5,69.85,365
2025-06,ACC-1205,183269.93,1,94,80,0.334,3,80.52,335
2025-07,ACC-1205,191152.11,1,93,78,0.5208,9,78.26,305
2025-08,ACC-1205,186188.93,1,106,49,0.6916,9,75.03,275
2025-09,ACC-1205,0.0,0,88,0,0.0,0,0.0,245
2024-05,ACC-1206,72645.0,1,29,18,0.7712,4,86.5,365
2024-06,ACC-1206,75310.4,1,33,25,0.3143,7,62.77,335
2024-07,ACC-1206,85431.66,1,34,24,0.2971,5,73.86,305
2024-08,ACC-1206,94810.02,1,32,25,0.6762,7,66.64,275
2024-09,ACC-1206,102397.45,1,33,27,0.4541,7,70.67,245
2024-10,ACC-1206,111569.85,1,27,20,0.5608,6,88.01,215
2024-11,ACC-1206,116531.92,1,34,12,0.4076,10,82.39,185
2024-12,ACC-1206,131935.29,1,29,23,0.3068,8,80.0,155
2025-01,ACC-1206,140264.59,1,34,18,0.543,6,78.53,125
2025-02,ACC-1206,146539.5,1,32,13,0.7336,0,76.73,95
2025-03,ACC-1206,160299.14,1,29,15,0.688,1,69.09,65
2025-04,ACC-1206,180171.68,1,29,16,0.6473,3,71.89,35
2025-05,ACC-1206,189910.92,1,29,24,0.4025,10,76.46,365
2025-06,ACC-1206,200127.49,1,32,26,0.6993,8,81.48,335
2025-07,ACC-1206,208383.44,1,30,14,0.7988,0,73.88,305
2025-08,ACC-1206,238638.04,1,28,11,0.4262,9,81.35,275
2025-09,ACC-1206,249787.58,1,26,23,0.8562,0,78.29,245
2025-10,ACC-1206,273915.06,1,33,26,0.8612,3,74.75,215
2025-11,ACC-1206,285910.37,1,29,21,0.4764,7,77.8,185
2025-12,ACC-1206,301450.99,1,31,12,0.5487,6,82.2,155
2024-12,ACC-1207,694867.0,1,295,210,0.8105,8,62.13,365
2025-01,ACC-1207,671691.82,1,306,230,0.5995,8,83.21,335
2025-02,ACC-1207,628690.45,1,242,89,0.8815,6,67.96,305
2025-03,ACC-1207,564093.17,1,302,180,0.7552,6,66.74,275
2025-04,ACC-1207,533842.53,1,282,161,0.5848,1,73.27,245
2025-05,ACC-1207,525678.11,1,239,104,0.6329,6,63.03,215
2025-06,ACC-1207,480432.4,1,234,142,0.7942,0,75.74,185
2025-07,ACC-1207,464652.57,1,262,144,0.2909,7,72.16,155
2025-08,ACC-1207,433308.25,1,293,220,0.7278,0,71.15,125
2025-09,ACC-1207,406572.68,1,266,167,0.3483,11,67.72,95
2025-10,ACC-1207,398996.48,1,260,108,0.7208,4,66.25,65
2025-11,ACC-1207,368815.34,1,303,146,0.8899,3,71.0,35
2025-12,ACC-1207,356003.13,1,237,125,0.7138,1,83.61,365
2025-01,ACC-1208,215482.0,1,96,71,0.5572,10,65.35,365
2025-02,ACC-1208,218663.73,1,81,40,0.7322,3,89.12,335
2025-03,ACC-1208,213892.87,1,82,72,0.4434,8,80.72,305
2025-04,ACC-1208,205573.21,1,93,36,0.7806,3,75.95,275
2025-05,ACC-1208,205923.7,1,103,92,0.3118,6,85.19,245
2025-06,ACC-1208,190402.87,1,99,33,0.309,6,64.01,215
2025-07,ACC-1208,179096.77,1,95,34,0.8787,7,76.99,185
2025-08,ACC-1208,179905.12,1,100,67,0.3575,3,86.58,155
2025-09,ACC-1208,184431.18,1,89,46,0.8057,7,70.83,125
2025-10,ACC-1208,183888.46,1,97,52,0.7877,7,73.76,95
2025-11,ACC-1208,188006.53,1,103,68,0.3299,13,57.08,65
2025-12,ACC-1208,185879.46,1,94,43,0.2831,8,61.28,35
2024-08,ACC-1209,62807.0,1,27,9,0.2704,4,70.22,365
2024-09,ACC-1209,66259.54,1,31,12,0.8875,0,90.31,335
2024-10,ACC-1209,71969.08,1,29,11,0.4213,4,88.8,305
2024-11,ACC-1209,76862.63,1,30,22,0.6109,5,88.85,275
2024-12,ACC-1209,74904.01,1,33,14,0.8627,8,62.8,245
2025-01,ACC-1209,75464.67,1,29,24,0.8401,7,76.98,215
2025-02,ACC-1209,80631.16,1,34,25,0.3639,12,65.83,185
2025-03,ACC-1209,82067.69,1,29,12,0.8335,7,65.29,155
2025-04,ACC-1209,83773.58,1,27,9,0.2977,12,58.82,125
2025-05,ACC-1209,91861.87,1,32,18,0.2862,12,65.47,95
2025-06,ACC-1209,93368.15,1,26,16,0.8798,7,78.34,65
2025-07,ACC-1209,91887.85,1,27,13,0.7377,7,77.36,35
2025-08,ACC-1209,98858.02,1,29,10,0.4529,3,79.06,365
2025-09,ACC-1209,101411.73,1,34,20,0.2838,13,60.23,335
2025-10,ACC-1209,109876.31,1,33,15,0.8268,0,92.63,305
2025-11,ACC-1209,114235.33,1,28,22,0.4903,2,91.25,275
2025-12,ACC-1209,116235.11,1,33,27,0.6136,8,71.25,245
2025-01,ACC-1210,370362.0,1,280,239,0.7983,8,80.11,365
2025-02,ACC-1210,350414.85,1,275,119,0.4313,8,77.11,335
2025-03,ACC-1210,351619.99,1,234,195,0.3502,10,67.05,305
2025-04,ACC-1210,353744.93,1,274,152,0.9117,6,68.67,275
2025-05,ACC-1210,337952.05,1,224,137,0.5453,5,84.11,245
2025-06,ACC-1210,336389.32,1,292,192,0.4444,8,69.69,215
2025-07,ACC-1210,335441.81,1,228,144,0.5654,8,82.55,185
2025-08,ACC-1210,326110.67,1,272,226,0.3561,3,88.4,155
2025-09,ACC-1210,305065.32,1,298,131,0.8755,5,89.6,125
2025-10,ACC-1210,316763.14,1,262,198,0.3516,12,73.43,95
2025-11,ACC-1210,321096.96,1,298,217,0.4552,8,74.95,65
2025-12,ACC-1210,303542.63,1,302,134,0.733,1,85.57,35
2024-06,ACC-1211,137038.0,1,109,65,0.8473,0,80.46,365
2024-07,ACC-1211,141464.01,1,91,80,0.6,0,89.35,335
2024-08,ACC-1211,134573.97,1,107,45,0.6387,7,71.59,305
2024-09,ACC-1211,129212.39,1,91,50,0.9127,5,74.88,275
2024-10,ACC-1211,121172.86,1,102,54,0.3276,2,85.71,245
2024-11,ACC-1211,126059.8,1,87,78,0.6756,5,88.75,215
2024-12,ACC-1211,120426.18,1,93,51,0.4958,4,78.99,185
2025-01,ACC-1211,113007.38,1,87,72,0.792,4,85.92,155
2025-02,ACC-1211,118999.67,1,102,55,0.6832,7,79.21,125
2025-03,ACC-1211,124789.53,1,85,49,0.6824,5,80.23,95
2025-04,ACC-1211,120576.86,1,105,98,0.4635,6,89.45,65
2025-05,ACC-1211,114898.74,1,99,92,0.7124,0,85.6,35
2025-06,ACC-1211,110956.54,1,101,55,0.8859,0,84.56,365
2025-07,ACC-1211,115226.47,1,90,40,0.4932,9,62.0,335
2025-08,ACC-1211,114487.86,1,108,58,0.4862,2,86.2,305
2025-09,ACC-1211,121919.1,1,96,43,0.9183,3,81.89,275
2025-10,ACC-1211,116305.96,1,97,67,0.7498,6,70.36,245
2025-11,ACC-1211,124061.51,1,100,83,0.3715,7,86.48,215
2025-12,ACC-1211,130885.12,1,89,74,0.9128,0,69.13,185
2024-09,ACC-1212,62720.0,1,31,10,0.7386,6,72.14,365
2024-10,ACC-1212,61591.29,1,30,20,0.774,8,81.43,335
2024-11,ACC-1212,62095.77,1,25,13,0.2842,10,61.12,305
2024-12,ACC-1212,61868.34,1,30,19,0.434,2,80.92,275
2025-01,ACC-1212,61327.54,1,25,15,0.8265,3,66.85,245
2025-02,ACC-1212,64453.0,1,28,15,0.8504,6,68.62,215
2025-03,ACC-1212,65715.72,1,29,16,0.3387,11,82.96,185
2025-04,ACC-1212,69675.06,1,27,9,0.6726,9,71.42,155
2025-05,ACC-1212,68517.1,1,28,15,0.5799,7,80.22,125
2025-06,ACC-1212,71520.48,1,27,24,0.4308,5,78.34,95
2025-07,ACC-1212,70782.02,1,27,13,0.8681,0,77.0,65
2025-08,ACC-1212,69860.93,1,27,9,0.3692,5,81.64,35
2025-09,ACC-1212,68252.04,1,27,9,0.8439,7,82.9,365
2025-10,ACC-1212,66001.51,1,30,13,0.6647,0,81.83,335
2025-11,ACC-1212,62997.49,1,32,13,0.6636,3,72.49,305
2025-12,ACC-1212,64556.38,1,33,26,0.3362,3,76.22,275
2024-03,ACC-1213,734514.0,1,222,104,0.3559,9,66.15,365
2024-04,ACC-1213,737805.24,1,227,185,0.7568,4,72.06,335
2024-05,ACC-1213,813285.49,1,250,192,0.6691,6,78.33,305
2024-06,ACC-1213,909153.48,1,289,111,0.7642,6,75.6,275
2024-07,ACC-1213,918964.22,1,232,171,0.6443,6,70.05,245
2024-08,ACC-1213,928333.45,1,282,151,0.5539,5,68.99,215
2024-09,ACC-1213,937029.69,1,281,150,0.4373,8,82.74,185
2024-10,ACC-1213,971629.73,1,246,165,0.7128,1,70.07,155
2024-11,ACC-1213,1085327.77,1,260,153,0.5224,1,71.38,125
2024-12,ACC-1213,1162069.25,1,286,154,0.9151,0,74.16,95
2025-01,ACC-1213,1212698.12,1,265,241,0.6674,5,81.74,65
2025-02,ACC-1213,1261311.45,1,245,117,0.3163,9,67.28,35
2025-03,ACC-1213,1373539.61,1,279,233,0.7599,5,70.03,365
2025-04,ACC-1213,1490432.34,1,291,161,0.5787,4,90.88,335
2025-05,ACC-1213,1578685.06,1,272,109,0.7859,0,87.48,305
2025-06,ACC-1213,1587945.89,1,256,195,0.6388,7,71.94,275
2025-07,ACC-1213,1604630.64,1,277,191,0.7313,6,73.99,245
2025-08,ACC-1213,1690025.02,1,247,192,0.3883,10,78.02,215
2025-09,ACC-1213,1756621.12,1,255,206,0.9075,0,85.98,185
2025-10,ACC-1213,1884772.88,1,287,128,0.7942,0,83.32,155
2025-11,ACC-1213,2047668.95,1,282,185,0.4136,3,75.67,125
2025-12,ACC-1213,2276592.39,1,267,208,0.6465,7,64.7,95
2024-06,ACC-1214,193959.0,1,102,53,0.5547,6,88.08,365
2024-07,ACC-1214,189080.17,1,100,48,0.636,6,75.17,335
2024-08,ACC-1214,201169.36,1,103,66,0.7607,0,78.65,305
2024-09,ACC-1214,198663.73,1,100,89,0.8393,0,72.7,275
2024-10,ACC-1214,200289.86,1,81,59,0.7649,0,69.18,245
2024-11,ACC-1214,198404.88,1,84,53,0.6746,4,84.58,215
2024-12,ACC-1214,204031.71,1,105,83,0.7211,7,70.99,185
2025-01,ACC-1214,192941.21,1,109,83,0.3642,8,84.02,155
2025-02,ACC-1214,183447.05,1,83,28,0.3986,10,64.62,125
2025-03,ACC-1214,192894.59,1,80,41,0.6961,8,69.66,95
2025-04,ACC-1214,197012.23,1,110,64,0.632,4,77.61,65
2025-05,ACC-1214,197496.08,1,99,70,0.4588,7,69.17,35
2025-06,ACC-1214,187144.33,1,107,63,0.6367,2,84.91,365
2025-07,ACC-1214,190152.09,1,97,40,0.8151,5,72.26,335
2025-08,ACC-1214,189425.28,1,105,36,0.7484,2,73.63,305
2025-09,ACC-1214,181152.34,1,82,66,0.4197,7,75.99,275
2025-10,ACC-1214,183888.38,1,94,81,0.7374,1,71.17,245
2025-11,ACC-1214,190828.16,1,93,57,0.682,9,70.94,215
2025-12,ACC-1214,188349.84,1,102,88,0.6605,3,84.55,185
2024-03,ACC-1215,63579.0,1,28,23,0.8921,4,83.14,365
2024-04,ACC-1215,61058.59,1,30,13,0.378,10,72.54,335
2024-05,ACC-1215,61319.82,1,27,15,0.7294,0,71.83,305
2024-06,ACC-1215,59961.96,1,31,25,0.8029,0,87.04,275
2024-07,ACC-1215,57131.05,1,33,21,0.4851,5,89.41,245
2024-08,ACC-1215,58428.85,1,27,18,0.9109,3,67.7,215
2024-09,ACC-1215,62096.23,1,28,12,0.74,0,76.56,185
2024-10,ACC-1215,61944.74,1,29,13,0.5528,10,76.23,155
2024-11,ACC-1215,60278.95,1,27,19,0.5803,2,72.89,125
2024-12,ACC-1215,59783.29,1,26,14,0.3963,6,75.31,95
2025-01,ACC-1215,63208.51,1,31,12,0.5175,5,69.5,65
2025-02,ACC-1215,61099.78,1,26,22,0.3351,12,74.9,35
2025-03,ACC-1215,60068.84,1,29,19,0.8742,6,65.64,365
2025-04,ACC-1215,61498.53,1,27,21,0.8936,4,75.96,335
2025-05,ACC-1215,63335.46,1,30,27,0.5984,8,79.41,305
2025-06,ACC-1215,63479.47,1,31,23,0.3325,12,75.41,275
2025-07,ACC-1215,66151.81,1,29,22,0.5941,3,84.04,245
2025-08,ACC-1215,67522.22,1,32,14,0.4802,9,70.36,215
2025-09,ACC-1215,71628.07,1,31,20,0.3837,12,58.48,185
2025-10,ACC-1215,76016.86,1,34,28,0.8801,4,85.47,155
2025-11,ACC-1215,79671.68,1,31,20,0.5686,4,89.85,125
2025-12,ACC-1215,75787.71,1,32,25,0.3037,10,64.61,95
2025-06,ACC-1216,436585.0,1,277,108,0.6546,6,68.46,365
2025-07,ACC-1216,485979.41,1,226,147,0.7759,6,68.31,335
2025-08,ACC-1216,528193.56,1,296,158,0.7893,2,86.4,305
2025-09,ACC-1216,564978.34,1,270,112,0.5637,6,73.13,275
2025-10,ACC-1216,571405.19,1,261,135,0.6803,6,66.61,245
2025-11,ACC-1216,611315.53,1,284,236,0.7374,0,89.85,215
2025-12,ACC-1216,605851.95,1,265,167,0.4466,10,72.82,185
2025-08,ACC-1217,231783.0,1,98,50,0.9229,3,78.63,365
2025-09,ACC-1217,251025.05,1,94,64,0.5727,1,83.76,335
2025-10,ACC-1217,253979.94,1,98,92,0.5877,0,89.34,305
2025-11,ACC-1217,250802.36,1,93,66,0.7383,6,77.04,275
2025-12,ACC-1217,251713.33,1,106,80,0.8964,2,85.97,245
2024-03,ACC-1218,36765.0,1,33,19,0.4748,3,69.63,365
2024-04,ACC-1218,36628.03,1,34,12,0.8487,0,85.99,335
2024-05,ACC-1218,38811.49,1,33,12,0.8783,4,68.42,305
2024-06,ACC-1218,38521.82,1,33,27,0.3537,9,73.76,275
2024-07,ACC-1218,41203.54,1,28,23,0.6929,8,68.83,245
2024-08,ACC-1218,44236.13,1,26,11,0.6519,2,69.9,215
2024-09,ACC-1218,46579.07,1,28,11,0.4994,6,80.06,185
2024-10,ACC-1218,45875.97,1,30,14,0.5137,3,86.99,155
